sequence,sequence_as_text,freq,dl_model,dl_data,dl_total
[3 2 4],[  e f],938,22326.37064578081,2.0988368232372683e+07,2.1010694603018463e+07
[3 2 6],[  e l],1486,22650.20295913009,2.09921561941773e+07,2.101480639713643e+07
[3 2 8],[  e n],3966,22761.656056094114,2.0990689041754078e+07,2.1013450697810173e+07
[3 2 13],[  e a],2427,22618.43274428216,2.0989163252201278e+07,2.101178168494556e+07
[3 2 14],[  e d],858,22756.19725677784,2.0992806699212883e+07,2.101556289646966e+07
[3 2 16],[  e s],997,22594.762264782716,2.0993476013681937e+07,2.101607077594672e+07
[3 2 18],[  e v],3153,22487.73548746454,2.098685154257695e+07,2.1009339278064415e+07
[3 2 21],[  e m],1137,22540.754807844405,2.099205720598994e+07,2.1014597960797783e+07
[3 2 24],[  e x],5276,22738.793873950424,2.09691356190478e+07,2.099187441292175e+07
[3 4 2],[  f e],3422,22916.947672678074,2.0987626666202936e+07,2.1010543613875613e+07
[3 4 5],[  f u],1757,22645.824553007016,2.0992931517997567e+07,2.1015577342550572e+07
[3 4 6],[  f l],1566,22542.640345006876,2.0991285647035796e+07,2.1013828287380803e+07
[3 4 7],[  f o],14342,22857.09758688608,2.0950744263646483e+07,2.097360136123337e+07
[3 4 12],[  f r],7111,22611.668623642865,2.0972842490385134e+07,2.0995454159008775e+07
[3 4 13],[  f a],5103,22767.016898900267,2.0983671150157288e+07,2.1006438167056188e+07
[3 4 17],[  f i],6211,22853.544373240304,2.0985995550400496e+07,2.1008849094773736e+07
[3 5 8],[  u n],5324,23010.261460669444,2.0978947236032147e+07,2.1001957497492816e+07
[3 5 16],[  u s],2472,22602.200538074827,2.0991269073384143e+07,2.101387127392222e+07
[3 5 20],[  u p],2680,22735.37545059485,2.098090241819562e+07,2.1003637793646216e+07
[3 6 2],[  l e],5099,22953.46374773273,2.0986228011845216e+07,2.100918147559295e+07
[3 6 7],[  l o],5355,22994.694169385606,2.098215482077831e+07,2.1005149514947698e+07
[3 6 13],[  l a],4919,22912.962319445654,2.0988939228538487e+07,2.1011852190857932e+07
[3 6 17],[  l i],7034,22777.2175708624,2.0978011036437947e+07,2.100078825400881e+07
[3 7 0],[  o t],2020,22444.597237339778,2.0993470293715347e+07,2.1015914890952688e+07
[3 7 4],[  o f],38222,22583.742819630046,2.0816625581546172e+07,2.0839209324365802e+07
[3 7 5],[  o u],4130,22688.25550529136,2.0993365441704508e+07,2.1016053697209798e+07
[3 7 6],[  o l],850,22576.8930737629,2.099288698799255e+07,2.1015463881066315e+07
[3 7 8],[  o n],11853,22741.85473375562,2.0987101563461028e+07,2.1009843418194782e+07
[3 7 9],[  o c],629,22511.510278825484,2.0992201047003843e+07,2.1014712557282668e+07
[3 7 12],[  o r],5788,22949.27429854941,2.099475232790185e+07,2.10177016022004e+07
[3 7 18],[  o v],1705,22474.785041677736,2.099391546232352e+07,2.10163902473652e+07
[3 7 20],[  o p],1854,22599.44324081675,2.099213300532311e+07,2.1014732448563926e+07
[3 7 26],[  o w],980,22369.755920379885,2.0990827741327293e+07,2.1013197497247674e+07
[3 7 27],[  o b],1141,22568.443325665685,2.0989001385754142e+07,2.1011569829079807e+07
[3 8 2],[  n e],5822,22894.66085056657,2.096998772907384e+07,2.0992882389924407e+07
[3 8 5],[  n u],1040,22718.457437372846,2.0988643282878533e+07,2.1011361740315907e+07
[3 8 7],[  n o],10303,22896.23001663567,2.0940557945661377e+07,2.096345417567801e+07
[3 8 13],[  n a],2384,22815.529928138552,2.0987828876020186e+07,2.1010644405948326e+07
[3 8 17],[  n i],1019,22681.24625130525,2.0992052664527573e+07,2.1014733910778876e+07
[3 9 1],[  c h],5760,22681.565815878,2.0994902166481983e+07,2.101758373229786e+07
[3 9 2],[  c e],1969,22720.50390681876,2.0995929124500245e+07,2.1018649628407065e+07
[3 9 5],[  c u],1459,22858.664771347805,2.0994113760287926e+07,2.1016972425059274e+07
[3 9 6],[  c l],3230,22519.526924450784,2.098910348187307e+07,2.101162300879752e+07
[3 9 7],[  c o],22104,23045.060497240367,2.09481273614167e+07,2.097117242191394e+07
[3 9 12],[  c r],2234,22657.09440195787,2.0992711631058738e+07,2.1015368725460697e+07
[3 9 13],[  c a],9139,22955.680347641668,2.098949630442082e+07,2.101245198476846e+07
[3 9 17],[  c i],1319,22707.381405515607,2.099383258411833e+07,2.1016539965523846e+07
[3 10 2],[  y e],2325,22715.54848342264,2.098151519241925e+07,2.1004230740902673e+07
[3 10 7],[  y o],5188,22570.00638069112,2.096034952806457e+07,2.0982919534445263e+07
[3 11 2],[  g e],2738,22708.465505833825,2.0989146199542258e+07,2.1011854665048093e+07
[3 11 5],[  g u],1001,22681.924285469253,2.0991718235357143e+07,2.101440015964261e+07
[3 11 6],[  g l],712,22486.24045245608,2.099270810666299e+07,2.1015194347115446e+07
[3 11 7],[  g o],4347,22976.273275246116,2.0978676424201872e+07,2.1001652697477117e+07
[3 11 12],[  g r],4433,22640.640853679648,2.098338546884396e+07,2.100602610969764e+07
[3 11 13],[  g a],1749,22897.97298931978,2.099237615861405e+07,2.101527413160337e+07
[3 11 17],[  g i],1654,22796.080455882508,2.09887574379975e+07,2.1011553518453386e+07
[3 12 2],[  r e],15676,23025.316430665232,2.095445126240603e+07,2.0977476578836694e+07
[3 12 5],[  r u],1390,22782.64996394894,2.09918589606803e+07,2.1014641610644247e+07
[3 12 7],[  r o],2906,23022.221103453958,2.0990750783281345e+07,2.1013773004384797e+07
[3 12 13],[  r a],3210,22855.854654261024,2.0992968206326943e+07,2.1015824060981203e+07
[3 12 17],[  r i],2142,22715.487385662465,2.0992558947201576e+07,2.101527443458724e+07
[3 13 0],[  a t],6634,22846.903428589023,2.0996900582585923e+07,2.101974748601451e+07
[3 13 3],[  a  ],22057,23185.403653639452,2.0950719993764862e+07,2.0973905397418503e+07
[3 13 4],[  a f],2547,22701.374681753452,2.098746356635457e+07,2.101016494103632e+07
[3 13 5],[  a u],1035,22651.66242013723,2.099312028003683e+07,2.1015771942456968e+07
[3 13 6],[  a l],7221,22814.536773805754,2.0992206516592503e+07,2.1015021053366307e+07
[3 13 8],[  a n],36172,22849.118344975905,2.0914768875953924e+07,2.09376179942989e+07
[3 13 9],[  a c],3570,22726.654180321788,2.098998616719375e+07,2.1012712821374074e+07
[3 13 11],[  a g],2404,22685.594085340417,2.0991457441100217e+07,2.1014143035185557e+07
[3 13 12],[  a r],7914,22916.578107341724,2.0997283335048422e+07,2.1020199913155764e+07
[3 13 14],[  a d],2516,22891.383847984565,2.0986833944433086e+07,2.100972532828107e+07
[3 13 16],[  a s],9088,22878.83446657874,2.0995595524505366e+07,2.1018474358971946e+07
[3 13 17],[  a i],804,22634.24345141642,2.0994160316148795e+07,2.101679455960021e+07
[3 13 18],[  a v],664,22587.10572908306,2.099494693268838e+07,2.1017534038417466e+07
[3 13 20],[  a p],2307,22586.2961047155,2.0987827210283432e+07,2.1010413506388146e+07
[3 13 21],[  a m],2151,22739.55417391554,2.0995437012621712e+07,2.101817656679563e+07
[3 13 26],[  a w],803,22480.424545080063,2.0992687066534664e+07,2.1015167491079744e+07
[3 13 27],[  a b],3144,22861.82521886699,2.0989342708709214e+07,2.101220453392808e+07
[3 14 2],[  d e],9078,23102.817330389993,2.097824325571982e+07,2.100134607305021e+07
[3 14 5],[  d u],1241,22774.251194671833,2.0993326149968915e+07,2.1016100401163585e+07
[3 14 7],[  d o],5885,22921.131622878856,2.097549065334032e+07,2.09984117849632e+07
[3 14 12],[  d r],2336,22605.49394546525,2.0987718448064413e+07,2.1010323942009877e+07
[3 14 13],[  d a],3050,22955.676138477647,2.0986500091566503e+07,2.1009455767704982e+07
[3 14 17],[  d i],7636,22943.776261686588,2.0977218442950826e+07,2.1000162219212513e+07
[3 15 5],[  j u],1928,22789.20749447605,2.0991607653883312e+07,2.1014396861377787e+07
[3 15 7],[  j o],1473,22767.83163294897,2.098850825746603e+07,2.101127608909898e+07
[3 15 13],[  j a],835,22733.394132594873,2.0991813031828456e+07,2.101454642596105e+07
[3 16 0],[  s t],11833,22653.118495293405,2.0975550653152686e+07,2.099820377164798e+07
[3 16 1],[  s h],7373,22733.831391827785,2.098401612058759e+07,2.1006749951979417e+07
[3 16 2],[  s e],9251,22952.84390039741,2.0985358475816526e+07,2.1008311319716923e+07
[3 16 5],[  s u],6802,22835.70200991377,2.0978761779863857e+07,2.100159748187377e+07
[3 16 6],[  s l],1244,22502.94821294573,2.0991798576774515e+07,2.101430152498746e+07
[3 16 7],[  s o],8298,22905.05972605641,2.09796423557866e+07,2.1002547415512655e+07
[3 16 9],[  s c],2604,22693.53456225827,2.0990741287893403e+07,2.1013434822455663e+07
[3 16 10],[  s y],1064,22602.190495592495,2.098802660568852e+07,2.101062879618411e+07
[3 16 13],[  s a],6353,22873.97590164382,2.0974486682515327e+07,2.099736065841697e+07
[3 16 17],[  s i],4507,22741.517175949615,2.0992784293576222e+07,2.1015525810752172e+07
[3 16 20],[  s p],3607,22656.025521531355,2.0989690287180662e+07,2.1012346312702194e+07
[3 16 21],[  s m],1213,22561.03135547709,2.099167440371713e+07,2.101423543507261e+07
[3 16 26],[  s w],833,22565.755383199463,2.0991770681444306e+07,2.1014336436827507e+07
[3 17 0],[  i t],9271,22633.378451643304,2.098094799306474e+07,2.100358137151638e+07
[3 17 3],[  i  ],3789,22791.333806717666,2.0984923705866672e+07,2.1007715039673388e+07
[3 17 4],[  i f],1504,22416.408843757203,2.0992374846644524e+07,2.101479125548828e+07
[3 17 8],[  i n],31718,22975.283304633693,2.0954413313578457e+07,2.0977388596883092e+07
[3 17 14],[  i d],774,22503.219790575873,2.099391898991037e+07,2.1016422209700946e+07
[3 17 16],[  i s],10783,22784.983190443432,2.0985249757727392e+07,2.1008034740917835e+07
[3 17 21],[  i m],2261,22538.77687151638,2.0990301997629978e+07,2.1012840774501495e+07
[3 18 2],[  v e],1648,22737.58508977761,2.09942608943283e+07,2.1016998479418077e+07
[3 18 7],[  v o],1001,22789.29293863679,2.0989708714486327e+07,2.1012498007424966e+07
[3 18 13],[  v a],1621,22702.517872749395,2.099039944386574e+07,2.101310196173849e+07
[3 18 17],[  v i],2013,22844.48461714732,2.0992402494604547e+07,2.1015246979221694e+07
[3 19 3],[  XXX  ],7850,23323.47717230318,2.0987314627352808e+07,2.101063810452511e+07
[3 19 19],[  XXX XXX],17219,23020.33432362368,2.0957204516641054e+07,2.0980224850964677e+07
[3 20 1],[  p h],1102,22553.428163412245,2.0992921839838102e+07,2.1015475268001515e+07
[3 20 2],[  p e],4937,22929.12651721978,2.0989805898342058e+07,2.101273502485928e+07
[3 20 5],[  p u],2555,22702.75874786394,2.0990011919214763e+07,2.1012714677962627e+07
[3 20 6],[  p l],3524,22578.284854493144,2.0988756157303426e+07,2.101133444215792e+07
[3 20 7],[  p o],5866,22928.61931114225,2.098544952200855e+07,2.1008378141319692e+07
[3 20 12],[  p r],11768,22646.348510183332,2.0968264788115352e+07,2.0990911136625536e+07
[3 20 13],[  p a],6623,22941.408249325137,2.0989354745640375e+07,2.10122961538897e+07
[3 20 17],[  p i],1700,22831.319040822662,2.0994068985940345e+07,2.101690030498117e+07
[3 21 2],[  m e],6725,22929.041926279668,2.0999402977620788e+07,2.1022332019547068e+07
[3 21 5],[  m u],3145,22666.751805661497,2.0987279953953892e+07,2.1009946705759555e+07
[3 21 7],[  m o],8249,22904.55287646636,2.098178785117783e+07,2.1004692404054295e+07
[3 21 10],[  m y],1583,22732.83170331873,2.0991933451795015e+07,2.1014666283498336e+07
[3 21 12],[  m r],1030,22498.01188187152,2.0986725143977843e+07,2.1009223155859716e+07
[3 21 13],[  m a],12482,22975.422109810894,2.09785606239899e+07,2.100153604609971e+07
[3 21 17],[  m i],4648,22940.802143974986,2.099129229518101e+07,2.1014233097324986e+07
[3 22 2],[  k e],1071,22698.931147382584,2.099221764708737e+07,2.101491657823475e+07
[3 22 8],[  k n],1978,22433.380151587648,2.098219590218157e+07,2.1004629282333158e+07
[3 22 17],[  k i],1214,22745.317457429748,2.0992548238783713e+07,2.1015293556241143e+07
[3 23 0],[  . t],11184,22778.168497373696,2.097371170249779e+07,2.0996489870995164e+07
[3 23 1],[  . h],4218,22788.96634311904,2.0990294624237582e+07,2.10130835905807e+07
[3 23 2],[  . e],760,22982.56422489317,2.0991608740171883e+07,2.1014591304396775e+07
[3 23 4],[  . f],1356,22767.584561153228,2.099164890916364e+07,2.1014416493724793e+07
[3 23 6],[  . l],605,22740.877697405136,2.099284003111708e+07,2.1015580908814486e+07
[3 23 7],[  . o],1512,23019.33159209406,2.099170601028582e+07,2.1014725341877915e+07
[3 23 8],[  . n],1070,22751.46394905068,2.0990363173933804e+07,2.1013114637882855e+07
[3 23 9],[  . c],832,22868.36547932006,2.0993143957664277e+07,2.1016012323143598e+07
[3 23 13],[  . a],4411,22957.731609831742,2.099001326284741e+07,2.101297099445724e+07
[3 23 14],[  . d],750,22806.373299115974,2.0992094995112155e+07,2.101490136841127e+07
[3 23 16],[  . s],2856,22912.17596472107,2.0989164346518572e+07,2.1012076522483293e+07
[3 23 17],[  . i],5930,22853.784537901407,2.0982137547204707e+07,2.1004991331742607e+07
[3 23 19],[  . XXX],4068,22959.044675701865,2.0985495515925862e+07,2.1008454560601562e+07
[3 23 20],[  . p],920,22909.10078999856,2.0992970389238846e+07,2.1015879490028843e+07
[3 23 21],[  . m],1545,22842.15460752799,2.0991664464976452e+07,2.101450661958398e+07
[3 23 26],[  . w],2419,22747.789951000155,2.0990979388792332e+07,2.1013727178743333e+07
[3 23 27],[  . b],2207,22795.447186657057,2.099059021017758e+07,2.1013385657364238e+07
[3 25 3],[  ,  ],58296,23307.771688338133,2.0967584982113995e+07,2.0990892753802333e+07
[3 26 1],[  w h],13024,22625.27691228968,2.0980247552023374e+07,2.1002872828935664e+07
[3 26 2],[  w e],8994,22882.11344101669,2.099368212302197e+07,2.1016564236462988e+07
[3 26 7],[  w o],7350,22773.457047071555,2.098394619600854e+07,2.1006719653055612e+07
[3 26 12],[  w r],1136,22547.118572993764,2.0991138706103034e+07,2.101368582467603e+07
[3 26 13],[  w a],15456,22874.286087335073,2.0964359045628574e+07,2.0987233331715908e+07
[3 26 17],[  w i],12653,22802.21109753694,2.0970110898995303e+07,2.099291311009284e+07
[3 27 2],[  b e],17900,22974.65260531947,2.097352799676779e+07,2.099650264937311e+07
[3 27 5],[  b u],5547,22795.936480259665,2.0986191986640543e+07,2.1008987923120804e+07
[3 27 6],[  b l],1573,22585.18892615401,2.0995643567370754e+07,2.1018228756296907e+07
[3 27 7],[  b o],4110,22924.507479393997,2.0990998836914394e+07,2.101392334439379e+07
[3 27 10],[  b y],5185,22762.09190609343,2.0986673295339998e+07,2.100943538724609e+07
[3 27 12],[  b r],3369,22584.97167150818,2.0989452851066276e+07,2.1012037822737783e+07
[3 27 13],[  b a],4490,22891.11357731826,2.0991826460194483e+07,2.10147175737718e+07
[3 27 17],[  b i],1601,22961.804536234424,2.09933620893535e+07,2.1016323893889736e+07
[3 29 5],[  q u],1902,22538.962893682412,2.0987195178299114e+07,2.1009734141192798e+07
[3 30 33],[  1 9],1407,22587.023983750885,2.0990725512303043e+07,2.1013312536286794e+07
[3 31 3],[  :  ],1425,23301.946381721227,2.099083025041841e+07,2.101413219680013e+07
[3 41 0],[  ; t],607,21961.49673573932,2.0987503228446763e+07,2.1009464725182503e+07
[3 41 3],[  ;  ],2777,22636.907479719288,2.0965075900663294e+07,2.0987712808143012e+07
[4 0 2],[f t e],1844,22011.65500815901,2.0981156650034495e+07,2.1003168305042654e+07
[4 0 3],[f t  ],893,22388.970427940392,2.0992058523553915e+07,2.1014447493981857e+07
[4 2 2],[f e e],1121,22204.546400046358,2.0988254873955425e+07,2.1010459420355473e+07
[4 2 3],[f e  ],1187,22436.264775699365,2.099219262946155e+07,2.101462889423725e+07
[4 2 6],[f e l],698,22237.562475162544,2.0990940919368662e+07,2.1013178481843825e+07
[4 2 9],[f e c],873,21974.37094737708,2.098685776772937e+07,2.1008832138676748e+07
[4 2 12],[f e r],1959,22375.79078426742,2.0987736670305282e+07,2.1010112461089548e+07
[4 2 26],[f e w],634,21909.486229780377,2.0989657492227595e+07,2.1011566978457376e+07
[4 3 0],[f   t],13633,22185.115154050112,2.09556799042147e+07,2.097786501936875e+07
[4 3 1],[f   h],2267,22107.921708369384,2.099203492617867e+07,2.101414284788704e+07
[4 3 2],[f   e],1021,22364.08485971356,2.099183865111527e+07,2.1014202735974982e+07
[4 3 4],[f   f],1039,22148.96113478012,2.099364197872105e+07,2.101579093985583e+07
[4 3 6],[f   l],869,22074.957916040934,2.09927871190926e+07,2.101486207700864e+07
[4 3 7],[f   o],1226,22421.43193814462,2.099482810870659e+07,2.1017249540644735e+07
[4 3 8],[f   n],672,22130.004179808326,2.099249784588525e+07,2.101462785006506e+07
[4 3 9],[f   c],2152,22178.859586505372,2.0992042080078237e+07,2.1014220939664744e+07
[4 3 11],[f   g],746,22128.413416927873,2.0992600591973703e+07,2.1014729005390633e+07
[4 3 12],[f   r],870,22114.76345668947,2.099300141017531e+07,2.1015116173632e+07
[4 3 13],[f   a],4213,22568.45468874085,2.099182476024612e+07,2.101439321493486e+07
[4 3 14],[f   d],957,22074.572025390265,2.0992716483377904e+07,2.1014791055403292e+07
[4 3 16],[f   s],2418,22394.980861195883,2.0991878022410817e+07,2.1014273003272012e+07
[4 3 17],[f   i],1838,22261.606372678252,2.0993952570889752e+07,2.101621417726243e+07
[4 3 20],[f   p],1560,22224.410605009398,2.0993206095185604e+07,2.1015430505790614e+07
[4 3 21],[f   m],1661,22214.489534530065,2.0992528632829405e+07,2.1014743122363936e+07
[4 3 23],[f   .],608,22525.694575710175,2.099365099103862e+07,2.101617668561433e+07
[4 3 26],[f   w],1258,22137.505481067416,2.0994891079652544e+07,2.1017028585133612e+07
[4 3 27],[f   b],951,22192.07508798047,2.0994603359750357e+07,2.1016795434838336e+07
[4 4 2],[f f e],2036,22110.473840810202,2.0982349623281855e+07,2.1004460097122665e+07
[4 4 3],[f f  ],1048,22475.939171259717,2.0994542148746304e+07,2.1017018087917563e+07
[4 4 17],[f f i],1424,22098.222145658532,2.0986814321098324e+07,2.1008912543243982e+07
[4 5 6],[f u l],1774,22413.14628215952,2.098418586656336e+07,2.100659901284552e+07
[4 5 8],[f u n],628,22263.03521324014,2.0992279990938403e+07,2.1014543026151642e+07
[4 6 7],[f l o],605,22270.32327276084,2.09909421436735e+07,2.101321246694626e+07
[4 7 5],[f o u],1345,22081.84816333758,2.0992055641667917e+07,2.1014137489831254e+07
[4 7 6],[f o l],821,22193.58539356274,2.099151818809903e+07,2.1013711773492593e+07
[4 7 12],[f o r],15472,22607.458920288118,2.0917663076672968e+07,2.0940270535593256e+07
[4 12 2],[f r e],1319,22337.69543795022,2.099076874450669e+07,2.101310643994464e+07
[4 12 7],[f r o],4901,22320.16385324577,2.0959399949511915e+07,2.0981720113365162e+07
[4 12 13],[f r a],813,22222.035015170903,2.0992384088275105e+07,2.1014606123290274e+07
[4 12 17],[f r i],783,22295.941045038173,2.0991756326288607e+07,2.1014052267333645e+07
[4 13 9],[f a c],2134,22208.04166841181,2.0982628609879833e+07,2.1004836651548244e+07
[4 13 12],[f a r],899,22312.418431528782,2.0992035729297135e+07,2.1014348147728663e+07
[4 13 17],[f a i],747,22119.47558081466,2.0990547465560813e+07,2.1012666941141628e+07
[4 13 21],[f a m],648,21968.289279726498,2.09907923931704e+07,2.1012760682450127e+07
[4 17 2],[f i e],986,22393.878462365527,2.0989832528034166e+07,2.1012226406496532e+07
[4 17 6],[f i l],675,22209.283154615234,2.0992381132015023e+07,2.1014590415169638e+07
[4 17 8],[f i n],2008,22282.639154503377,2.0991878681958694e+07,2.10141613211132e+07
[4 17 9],[f i c],2369,22150.21115837063,2.098308206797877e+07,2.1005232279137142e+07
[4 17 11],[f i g],687,22122.218857208896,2.0990526952143677e+07,2.1012649171000887e+07
[4 17 12],[f i r],2066,22176.96007566415,2.098237297612807e+07,2.1004549936203737e+07
[5 0 1],[u t h],1354,22274.328299265675,2.099387213658199e+07,2.1016146464881256e+07
[5 0 2],[u t e],1163,22370.85292940839,2.099336410456467e+07,2.101573495749408e+07
[5 0 3],[u t  ],10047,22833.519743783392,2.0967090735306565e+07,2.0989924255050346e+07
[5 0 17],[u t i],1468,22374.224284237367,2.099135043402957e+07,2.101372465831381e+07
[5 2 3],[u e  ],1795,22631.28071629514,2.099192383501298e+07,2.1014555115729276e+07
[5 2 8],[u e n],679,22108.47806281909,2.0989863426215645e+07,2.1011971904278465e+07
[5 2 16],[u e s],1505,22206.307324821202,2.098653918941405e+07,2.1008745496738873e+07
